X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,TypeOfSteel_A300,TypeOfSteel_A400,Fault_class
47.0,182.0,270999.0,271050.0,,,102.0,,40.0,126.0,1362.0,40.0,0.069,0.4501,0.3778,,0.6888,0.5,0.0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1.0,0,1,K_Scatch
52.0,174.0,281656.0,281703.0,,187.0,94.0,,37.0,126.0,1362.0,40.0,0.0764,0.3542,0.3853,,0.6524,0.5,0.0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1.0,0,1,K_Scatch
41.0,184.0,299413.0,299460.0,,182.0,93.0,,38.0,124.0,1362.0,40.0,0.0602,0.4144,0.3287,,0.7857,0.5054,0.0,3.5951,2.1553,1.6721,-0.6713,-0.192,1.0,0,1,K_Scatch
56.0,173.0,310065.0,310112.0,,163.0,87.0,,50.0,125.0,1362.0,40.0,0.0822,0.4022,0.4017,,0.7178,0.5402,0.0,3.5168,2.0682,1.6721,-0.5983,-0.1866,1.0,0,1,K_Scatch
51.0,172.0,320720.0,320767.0,,175.0,89.0,,46.0,124.0,1360.0,40.0,0.075,0.3545,0.3884,,0.6914,0.5281,0.0,3.5648,2.0828,1.6721,-0.6116,-0.1916,1.0,0,1,K_Scatch
55.0,174.0,327823.0,327870.0,,163.0,82.0,,45.0,126.0,1360.0,40.0,0.0809,0.3855,0.395,,0.7301,0.5732,0.0,3.5362,2.0756,1.6721,-0.605,-0.1948,1.0,0,1,K_Scatch
39.0,172.0,334925.0,334972.0,,177.0,90.0,,40.0,126.0,1360.0,40.0,0.0573,0.3404,0.3534,,0.7514,0.5222,0.0,3.6152,2.1239,1.6721,-0.6466,-0.1923,1.0,0,1,K_Scatch
50.0,181.0,345580.0,345626.0,,161.0,78.0,,43.0,125.0,1360.0,40.0,0.0735,0.3916,0.3512,,0.8137,0.5897,0.0,3.5642,2.1173,1.6628,-0.6489,-0.1909,1.0,0,1,K_Scatch
41.0,184.0,356230.0,356279.0,,178.0,108.0,,45.0,126.0,1360.0,40.0,0.0603,0.3819,0.3427,,0.8034,0.4537,0.0,3.6366,2.1553,1.6902,-0.6573,-0.1872,1.0,0,1,K_Scatch
43.0,176.0,366881.0,366932.0,,178.0,96.0,,50.0,126.0,1360.0,40.0,0.0632,0.4032,0.3835,,0.7472,0.5313,0.0,3.6072,2.1239,1.7076,-0.6165,-0.1865,1.0,0,1,K_Scatch
48.0,177.0,377537.0,377585.0,,166.0,99.0,,41.0,126.0,1362.0,40.0,0.0705,0.3564,0.3721,,0.7771,0.4848,0.0,3.6004,2.1106,1.6812,-0.6279,-0.1903,1.0,0,1,K_Scatch
42.0,180.0,388190.0,388236.0,,,102.0,,41.0,125.0,1360.0,40.0,0.0618,0.3669,0.3333,,0.7225,0.451,0.0,3.6041,2.1399,1.6628,-0.6667,-0.1883,1.0,0,1,K_Scatch
41.0,182.0,398837.0,398889.0,,,102.0,,47.0,125.0,1362.0,40.0,0.0602,0.3987,0.3688,,0.7382,0.5098,0.0,3.6443,2.1492,1.716,-0.6312,-0.1904,1.0,0,1,K_Scatch
39.0,175.0,409491.0,409539.0,,166.0,88.0,,45.0,125.0,1360.0,40.0,0.0573,0.3995,0.3529,,0.8193,0.5454,0.0,3.5933,2.1335,1.6812,-0.6471,-0.1885,1.0,0,1,K_Scatch
39.0,185.0,420136.0,420189.0,,,91.0,,49.0,126.0,1360.0,40.0,0.0573,0.3535,0.363,,0.7449,0.5824,0.0,3.6992,2.1644,1.7243,-0.637,-0.1843,1.0,0,1,K_Scatch
41.0,198.0,430771.0,430836.0,,,110.0,,54.0,127.0,1360.0,40.0,0.0603,0.3752,0.414,,0.785,0.5909,0.0,3.8045,2.1959,1.8129,-0.586,-0.1925,1.0,0,1,K_Scatch
39.0,196.0,441418.0,441483.0,,,123.0,,55.0,124.0,1356.0,40.0,0.0575,0.3912,0.414,,0.7476,0.5285,0.0,3.7933,2.1959,1.8129,-0.586,-0.1834,1.0,0,1,K_Scatch
41.0,194.0,452068.0,452142.0,,,137.0,,51.0,134.0,1358.0,40.0,0.0604,0.455,0.4837,,0.6711,0.5401,0.0,3.7903,2.1847,1.8692,-0.5163,-0.1833,1.0,0,1,K_Scatch
41.0,190.0,462709.0,462786.0,,,130.0,,48.0,133.0,1356.0,40.0,0.0605,0.4568,0.5168,,0.596,0.5923,0.0,3.7946,2.1732,1.8865,-0.4832,-0.1874,1.0,0,1,K_Scatch
121.0,159.0,473414.0,473430.0,229.0,51.0,31.0,28034.0,116.0,135.0,1358.0,40.0,0.1782,0.6234,0.4211,0.028,0.7451,0.5161,0.0,2.3598,1.5798,1.2041,-0.5789,-0.0436,0.8848,0,1,K_Scatch
39.0,194.0,498190.0,498252.0,,,110.0,,47.0,126.0,1358.0,40.0,0.0574,0.3884,0.4,,0.7346,0.5636,0.0,3.7692,2.1903,1.7924,-0.6,-0.1864,1.0,0,1,K_Scatch
41.0,190.0,508837.0,508896.0,,,119.0,,45.0,126.0,1356.0,40.0,0.0605,0.3514,0.396,,0.6898,0.4958,0.0,3.756,2.1732,1.7708,-0.604,-0.1891,1.0,0,1,K_Scatch
39.0,193.0,519483.0,519540.0,,,117.0,,42.0,126.0,1356.0,40.0,0.0575,0.3333,0.3701,,0.7512,0.4872,0.0,3.7673,2.1875,1.7559,-0.6299,-0.1877,1.0,0,1,K_Scatch
127.0,166.0,533732.0,533745.0,207.0,40.0,23.0,25309.0,115.0,134.0,1356.0,40.0,0.1873,0.5917,0.3333,0.0288,0.975,0.5652,0.0,2.316,1.5911,1.1139,-0.6667,-0.0448,0.7966,0,1,K_Scatch
126.0,163.0,544375.0,544389.0,200.0,50.0,30.0,24389.0,114.0,134.0,1358.0,40.0,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,2.301,1.5682,1.1461,-0.6216,-0.0473,0.8082,0,1,K_Scatch
39.0,195.0,554961.0,555021.0,,,118.0,,43.0,125.0,1356.0,40.0,0.0575,0.3622,0.3846,,0.8298,0.5085,0.0,3.776,2.1931,1.7781,-0.6154,-0.19,1.0,0,1,K_Scatch
41.0,196.0,579795.0,579857.0,,,138.0,,39.0,126.0,1358.0,40.0,0.0604,0.3697,0.4,,0.7416,0.4493,0.0,3.7823,2.1903,1.7924,-0.6,-0.1901,1.0,0,1,K_Scatch
39.0,196.0,590440.0,590503.0,,,119.0,,45.0,125.0,1358.0,40.0,0.0574,0.3789,0.4013,,0.7929,0.5294,0.0,3.7884,2.1959,1.7993,-0.5987,-0.1895,1.0,0,1,K_Scatch
39.0,195.0,601086.0,601148.0,,,106.0,,41.0,124.0,1358.0,40.0,0.0574,0.4018,0.3974,,0.7723,0.5849,0.0,3.7624,2.1931,1.7924,-0.6026,-0.1887,1.0,0,1,K_Scatch
39.0,190.0,611732.0,611792.0,,,117.0,,45.0,126.0,1356.0,40.0,0.0575,0.3443,0.3974,,0.7295,0.5128,0.0,3.7739,2.179,1.7781,-0.6026,-0.1865,1.0,0,1,K_Scatch
41.0,198.0,622372.0,622437.0,,,109.0,,43.0,125.0,1358.0,40.0,0.0604,0.3849,0.414,,0.8177,0.5963,0.0,3.7977,2.1959,1.8129,-0.586,-0.189,1.0,0,1,K_Scatch
41.0,198.0,633023.0,633082.0,,,112.0,,45.0,125.0,1360.0,40.0,0.0603,0.3514,0.3758,,0.785,0.5268,0.0,3.7787,2.1959,1.7708,-0.6242,-0.1902,1.0,0,1,K_Scatch
39.0,194.0,643657.0,643725.0,,,124.0,,47.0,124.0,1356.0,40.0,0.0575,0.4029,0.4387,,0.7176,0.5484,0.0,3.7989,2.1903,1.8325,-0.5613,-0.1961,1.0,0,1,K_Scatch
43.0,198.0,686245.0,686304.0,,,117.0,,38.0,124.0,1358.0,40.0,0.0633,0.3191,0.3807,,0.7561,0.5043,0.0,3.7943,2.1903,1.7708,-0.6194,-0.1911,1.0,0,1,K_Scatch
43.0,200.0,696884.0,696948.0,,,129.0,,45.0,125.0,1358.0,40.0,0.0633,0.397,0.4076,,0.7621,0.4961,0.0,3.7824,2.1959,1.8062,-0.5924,-0.1925,1.0,0,1,K_Scatch
39.0,193.0,707526.0,707593.0,,182.0,113.0,,49.0,127.0,1358.0,40.0,0.0574,0.4072,0.4351,,0.8461,0.5929,0.0,3.7865,2.1875,1.8261,-0.5649,-0.1855,1.0,0,1,K_Scatch
39.0,200.0,718174.0,718237.0,,,117.0,,44.0,127.0,1356.0,40.0,0.0575,0.3906,0.3913,,0.7703,0.5385,0.0,3.7911,2.2068,1.7993,-0.6087,-0.193,1.0,0,1,K_Scatch
96.0,172.0,728912.0,728995.0,,,168.0,,116.0,140.0,1358.0,40.0,0.1414,0.6186,0.9157,,0.329,0.494,1.0,3.3813,1.8808,1.9191,0.0843,-0.0222,1.0,0,1,K_Scatch
41.0,194.0,743010.0,743076.0,,,136.0,,40.0,126.0,1358.0,40.0,0.0604,0.436,0.4314,,0.7251,0.4853,0.0,3.7555,2.1847,1.8195,-0.5686,-0.1924,1.0,0,1,K_Scatch
98.0,166.0,775041.0,775118.0,,,164.0,,113.0,135.0,1358.0,40.0,0.1443,0.5898,0.8831,,0.2528,0.4695,1.0,3.332,1.8325,1.8865,0.1169,-0.0292,1.0,0,1,K_Scatch
39.0,190.0,799788.0,799848.0,,,131.0,,49.0,124.0,1358.0,40.0,0.0574,0.358,0.3974,,0.7123,0.458,0.0,3.7647,2.179,1.7781,-0.6026,-0.1957,1.0,0,1,K_Scatch
104.0,171.0,899231.0,899307.0,,,142.0,,115.0,135.0,1356.0,40.0,0.1534,0.6149,0.8816,,0.3045,0.5352,1.0,3.2925,1.8261,1.8808,0.1184,-0.0193,1.0,0,1,K_Scatch
100.0,175.0,909876.0,909953.0,1923.0,,139.0,,116.0,140.0,1356.0,40.0,0.1475,0.667,0.974,,0.3304,0.554,1.0,3.284,1.8751,1.8865,0.026,-0.0206,1.0,0,1,K_Scatch
41.0,202.0,920427.0,920489.0,,,130.0,,132.0,132.0,1358.0,40.0,0.0604,0.3996,0.3851,,0.7523,0.4769,0.0,3.7776,2.2068,1.7924,-0.6149,-0.2309,1.0,0,1,K_Scatch
39.0,196.0,931074.0,931135.0,,,136.0,,40.0,127.0,1358.0,40.0,0.0574,0.3855,0.3885,,0.6305,0.4485,0.0,3.7698,2.1959,1.7853,-0.6115,-0.19,1.0,0,1,K_Scatch
93.0,172.0,938265.0,938349.0,,,184.0,,115.0,135.0,1358.0,40.0,0.137,0.6823,0.9405,,0.2492,0.4565,1.0,3.3239,1.8976,1.9243,0.0595,-0.0231,1.0,0,1,K_Scatch
41.0,214.0,1413654.0,1413720.0,,,129.0,,41.0,124.0,1358.0,40.0,0.0604,0.4433,0.3815,,0.6732,0.5116,0.0,3.8033,2.238,1.8195,-0.6185,-0.1902,1.0,0,1,K_Scatch
41.0,214.0,1424299.0,1424367.0,,,125.0,,38.0,124.0,1358.0,40.0,0.0604,0.4556,0.3931,,0.7489,0.544,0.0,3.8064,2.238,1.8325,-0.6069,-0.1937,1.0,0,1,K_Scatch
39.0,209.0,1434944.0,1435012.0,,,128.0,,37.0,125.0,1356.0,40.0,0.0575,0.4225,0.4,,0.7083,0.5313,0.0,3.8245,2.2304,1.8325,-0.6,-0.1944,1.0,0,1,K_Scatch
41.0,210.0,1445593.0,1445656.0,,,153.0,,45.0,125.0,1358.0,40.0,0.0604,0.4089,0.3728,,0.645,0.4118,0.0,3.7989,2.2279,1.7993,-0.6272,-0.1854,1.0,0,1,K_Scatch
39.0,210.0,1463330.0,1463399.0,,,124.0,,39.0,119.0,1356.0,40.0,0.0575,0.4577,0.4035,,0.7467,0.5565,0.0,3.8061,2.233,1.8389,-0.5965,-0.195,1.0,0,1,K_Scatch
41.0,218.0,1473977.0,1474044.0,,,156.0,,36.0,125.0,1358.0,40.0,0.0604,0.4083,0.3785,,0.646,0.4295,0.0,3.8461,2.248,1.8261,-0.6215,-0.1942,1.0,0,1,K_Scatch
41.0,211.0,1484624.0,1484688.0,,,174.0,,41.0,127.0,1358.0,40.0,0.0604,0.4176,0.3765,,0.4942,0.3678,0.0,3.8019,2.2304,1.8062,-0.6235,-0.1929,1.0,0,1,K_Scatch
39.0,218.0,1495267.0,1495336.0,,,141.0,,40.0,119.0,1356.0,40.0,0.0575,0.413,0.3855,,0.6679,0.4894,0.0,3.8603,2.2529,1.8389,-0.6145,-0.1955,1.0,0,1,K_Scatch
41.0,212.0,1505915.0,1505982.0,,,145.0,,38.0,127.0,1356.0,40.0,0.0605,0.4332,0.3918,,0.5429,0.4621,0.0,3.8125,2.233,1.8261,-0.6082,-0.1923,1.0,0,1,K_Scatch
39.0,219.0,1516553.0,1516628.0,,,165.0,,43.0,126.0,1358.0,40.0,0.0574,0.4816,0.4167,,0.6316,0.4545,0.0,3.845,2.2553,1.8751,-0.5833,-0.1827,1.0,0,1,K_Scatch
39.0,214.0,1527208.0,1527274.0,,,133.0,,41.0,133.0,1356.0,40.0,0.0575,0.4233,0.3771,,0.7085,0.4962,0.0,3.8235,2.243,1.8195,-0.6229,-0.1953,1.0,0,1,K_Scatch
109.0,189.0,1541496.0,1541574.0,1834.0,,128.0,,114.0,135.0,1358.0,40.0,0.1605,0.7061,0.975,,0.3306,0.6094,0.0,3.2634,1.9031,1.8921,-0.025,-0.0292,1.0,0,1,K_Scatch
41.0,216.0,1555596.0,1555663.0,,,125.0,,36.0,125.0,1358.0,40.0,0.0604,0.4403,0.3829,,0.6863,0.536,0.0,3.817,2.243,1.8261,-0.6171,-0.1933,1.0,0,1,K_Scatch
37.0,213.0,1566243.0,1566309.0,,,153.0,,38.0,124.0,1356.0,40.0,0.0546,0.4654,0.375,,0.6007,0.4314,0.0,3.7931,2.2455,1.8195,-0.625,-0.1875,1.0,0,1,K_Scatch
41.0,214.0,1576890.0,1576955.0,,,120.0,,37.0,125.0,1358.0,40.0,0.0604,0.435,0.3757,,0.6654,0.5417,0.0,3.803,2.238,1.8129,-0.6243,-0.192,1.0,0,1,K_Scatch
41.0,212.0,1587535.0,1587602.0,,,143.0,,38.0,119.0,1356.0,40.0,0.0605,0.4748,0.3918,,0.6552,0.4685,0.0,3.7794,2.233,1.8261,-0.6082,-0.2044,1.0,0,1,K_Scatch
39.0,215.0,1601728.0,1601796.0,,,127.0,,46.0,126.0,1358.0,40.0,0.0574,0.4627,0.3864,,0.6377,0.5354,0.0,3.8082,2.2455,1.8325,-0.6136,-0.187,1.0,0,1,K_Scatch
41.0,216.0,1615921.0,1615991.0,,,154.0,,43.0,119.0,1356.0,40.0,0.0605,0.4877,0.4,,0.6272,0.4545,0.0,3.7977,2.243,1.8451,-0.6,-0.1939,1.0,0,1,K_Scatch
41.0,211.0,1626575.0,1626636.0,,,139.0,,43.0,124.0,1356.0,40.0,0.0605,0.4498,0.3588,,0.6391,0.4388,0.0,3.7563,2.2304,1.7853,-0.6412,-0.1913,1.0,0,1,K_Scatch
41.0,213.0,1637218.0,1637282.0,,,128.0,,39.0,127.0,1356.0,40.0,0.0605,0.4362,0.3721,,0.6693,0.5,0.0,3.7928,2.2355,1.8062,-0.6279,-0.1924,1.0,0,1,K_Scatch
41.0,216.0,1647865.0,1647927.0,,,115.0,,43.0,125.0,1356.0,40.0,0.0605,0.4008,0.3543,,0.6809,0.5391,0.0,3.813,2.243,1.7924,-0.6457,-0.1916,1.0,0,1,K_Scatch
39.0,218.0,1658501.0,1658584.0,,,152.0,,42.0,127.0,1358.0,40.0,0.0574,0.5404,0.4637,,0.6027,0.5461,0.0,3.8343,2.2529,1.9191,-0.5363,-0.1933,1.0,0,1,K_Scatch
41.0,216.0,1669152.0,1669220.0,,,138.0,,43.0,126.0,1358.0,40.0,0.0604,0.4603,0.3886,,0.6295,0.4927,0.0,3.8077,2.243,1.8325,-0.6114,-0.1838,1.0,0,1,K_Scatch
41.0,220.0,1679793.0,1679864.0,,,159.0,,41.0,124.0,1356.0,40.0,0.0605,0.4871,0.3966,,0.5408,0.4465,0.0,3.8142,2.2529,1.8513,-0.6033,-0.1921,1.0,0,1,K_Scatch
39.0,216.0,1693992.0,1694059.0,,,156.0,,36.0,124.0,1358.0,40.0,0.0574,0.4368,0.3785,,0.6146,0.4295,0.0,3.8247,2.248,1.8261,-0.6215,-0.1917,1.0,0,1,K_Scatch
41.0,219.0,1704636.0,1704704.0,,,173.0,,42.0,124.0,1358.0,40.0,0.0604,0.4527,0.382,,0.5071,0.3931,0.0,3.8212,2.2504,1.8325,-0.618,-0.1906,1.0,0,1,K_Scatch
39.0,212.0,1715280.0,1715348.0,,,170.0,,44.0,124.0,1358.0,40.0,0.0574,0.4393,0.3931,,0.5475,0.4,0.0,3.8193,2.238,1.8325,-0.6069,-0.1881,1.0,0,1,K_Scatch
190.0,192.0,1729556.0,1729557.0,2.0,2.0,1.0,255.0,126.0,133.0,1356.0,40.0,0.2802,,0.5,0.0015,1.0,1.0,0.0,,0.301,,-0.5,-0.0039,0.119,0,1,K_Scatch
41.0,214.0,1740121.0,1740188.0,,,142.0,,38.0,124.0,1358.0,40.0,0.0604,0.4086,0.3873,,0.7269,0.4718,0.0,3.836,2.238,1.8261,-0.6127,-0.2,1.0,0,1,K_Scatch
39.0,218.0,1750768.0,1750835.0,,,160.0,,39.0,125.0,1358.0,40.0,0.0574,0.4544,0.3743,,0.6416,0.4187,0.0,3.8158,2.2529,1.8261,-0.6257,-0.189,1.0,0,1,K_Scatch
43.0,218.0,1761412.0,1761480.0,,,133.0,,37.0,124.0,1358.0,40.0,0.0633,0.4306,0.3886,,0.6757,0.5113,0.0,3.831,2.243,1.8325,-0.6114,-0.1925,1.0,0,1,K_Scatch
41.0,214.0,1775604.0,1775675.0,,,132.0,,36.0,124.0,1356.0,40.0,0.0605,0.4557,0.4104,,0.6337,0.5379,0.0,3.8252,2.238,1.8513,-0.5896,-0.1969,1.0,0,1,K_Scatch
41.0,209.0,1786253.0,1786320.0,,,131.0,,41.0,124.0,1358.0,40.0,0.0604,0.4081,0.3988,,0.6316,0.5114,0.0,3.8236,2.2253,1.8261,-0.6012,-0.1956,1.0,0,1,K_Scatch
39.0,217.0,1803992.0,1804079.0,,,162.0,,36.0,126.0,1358.0,40.0,0.0574,0.5599,0.4888,,0.5345,0.537,0.0,3.8335,2.2504,1.9395,-0.5112,-0.1981,1.0,0,1,K_Scatch
39.0,212.0,1814642.0,1814708.0,,,134.0,,38.0,124.0,1358.0,40.0,0.0574,0.4285,0.3815,,0.6223,0.4925,0.0,3.8146,2.238,1.8195,-0.6185,-0.1926,1.0,0,1,K_Scatch
37.0,217.0,1825287.0,1825355.0,,,151.0,,38.0,126.0,1356.0,40.0,0.0546,0.4604,0.3778,,0.5806,0.4503,0.0,3.8199,2.2553,1.8325,-0.6222,-0.1901,1.0,0,1,K_Scatch
39.0,220.0,1835934.0,1836000.0,,,113.0,,40.0,126.0,1358.0,40.0,0.0574,0.4438,0.3646,,0.7182,0.5841,0.0,3.8224,2.2577,1.8195,-0.6354,-0.1887,1.0,0,1,K_Scatch
41.0,209.0,1853674.0,1853744.0,,,117.0,,40.0,126.0,1358.0,40.0,0.0604,0.4486,0.4167,,0.7534,0.5983,0.0,3.8118,2.2253,1.8451,-0.5833,-0.1975,1.0,0,1,K_Scatch
109.0,181.0,1867972.0,1868026.0,1843.0,171.0,85.0,,115.0,135.0,1356.0,40.0,0.1608,0.526,0.75,,0.4211,0.6353,0.0,3.2655,1.8573,1.7324,-0.25,-0.0243,1.0,0,1,K_Scatch
41.0,212.0,1878514.0,1878584.0,,,134.0,,39.0,124.0,1358.0,40.0,0.0604,0.4627,0.4094,,0.6196,0.5224,0.0,3.8084,2.233,1.8451,-0.5906,-0.1902,1.0,0,1,K_Scatch
41.0,221.0,1889165.0,1889228.0,,,140.0,,36.0,124.0,1356.0,40.0,0.0605,0.4277,0.35,,0.6383,0.45,0.0,3.8122,2.2553,1.7993,-0.65,-0.1939,1.0,0,1,K_Scatch
39.0,216.0,1903355.0,1903423.0,,,128.0,,38.0,126.0,1358.0,40.0,0.0574,0.4286,0.3842,,0.7166,0.5313,0.0,3.8375,2.248,1.8325,-0.6158,-0.1943,1.0,0,1,K_Scatch
39.0,214.0,1914002.0,1914070.0,,,131.0,,36.0,124.0,1358.0,40.0,0.0574,0.4441,0.3886,,0.7172,0.5191,0.0,3.8205,2.243,1.8325,-0.6114,-0.1919,1.0,0,1,K_Scatch
41.0,212.0,1935297.0,1935360.0,,,135.0,,41.0,125.0,1358.0,40.0,0.0604,0.3973,0.3684,,0.5836,0.4667,0.0,3.8124,2.233,1.7993,-0.6316,-0.1865,1.0,0,1,K_Scatch
39.0,216.0,1945941.0,1946007.0,,,133.0,,42.0,126.0,1358.0,40.0,0.0574,0.3975,0.3729,,0.6756,0.4962,0.0,3.8475,2.248,1.8195,-0.6271,-0.1837,1.0,0,1,K_Scatch
41.0,217.0,1960132.0,1960200.0,,,123.0,,43.0,125.0,1356.0,40.0,0.0605,0.4162,0.3864,,0.7012,0.5529,0.0,3.8443,2.2455,1.8325,-0.6136,-0.1888,1.0,0,1,K_Scatch
41.0,212.0,1970779.0,1970846.0,,,138.0,,38.0,127.0,1358.0,40.0,0.0604,0.4237,0.3918,,0.631,0.4855,0.0,3.8197,2.233,1.8261,-0.6082,-0.1853,1.0,0,1,K_Scatch
43.0,218.0,1981417.0,1981492.0,,,119.0,,35.0,126.0,1358.0,40.0,0.0633,0.4417,0.4286,,0.7479,0.6302,0.0,3.8649,2.243,1.8751,-0.5714,-0.1996,1.0,0,1,K_Scatch
39.0,214.0,1992062.0,1992137.0,,,143.0,,43.0,124.0,1358.0,40.0,0.0574,0.4668,0.4286,,0.625,0.5245,0.0,3.845,2.243,1.8751,-0.5714,-0.1908,1.0,0,1,K_Scatch
41.0,218.0,2002718.0,2002782.0,,,113.0,,41.0,124.0,1358.0,40.0,0.0604,0.387,0.3616,,0.6914,0.5664,0.0,3.8416,2.248,1.8062,-0.6384,-0.1858,1.0,0,1,K_Scatch
98.0,192.0,2013457.0,2013541.0,,,171.0,,115.0,140.0,1358.0,40.0,0.1443,0.646,0.8936,,0.3013,0.4912,0.0,3.4464,1.9731,1.9243,-0.1064,-0.024,1.0,0,1,K_Scatch
39.0,214.0,2027555.0,2027621.0,,,125.0,,44.0,124.0,1356.0,40.0,0.0575,0.4293,0.3771,,0.6604,0.528,0.0,3.819,2.243,1.8195,-0.6229,-0.1855,1.0,0,1,K_Scatch
41.0,211.0,2041748.0,2041815.0,,,137.0,,43.0,125.0,1356.0,40.0,0.0605,0.4294,0.3941,,0.6464,0.4891,0.0,3.8128,2.2304,1.8261,-0.6059,-0.1867,1.0,0,1,K_Scatch
41.0,211.0,2052389.0,2052461.0,,,156.0,,43.0,124.0,1356.0,40.0,0.0605,0.4709,0.4235,,0.5743,0.4615,0.0,3.8113,2.2304,1.8573,-0.5765,-0.1848,1.0,0,1,K_Scatch
39.0,212.0,2070134.0,2070204.0,,,132.0,,41.0,126.0,1356.0,40.0,0.0575,0.4716,0.4046,,0.6028,0.5303,0.0,3.8061,2.238,1.8451,-0.5954,-0.1863,1.0,0,1,K_Scatch
43.0,218.0,2087881.0,2087946.0,,,104.0,,39.0,127.0,1358.0,40.0,0.0633,0.4272,0.3714,,0.7883,0.625,0.0,3.8139,2.243,1.8129,-0.6286,-0.1808,1.0,0,1,K_Scatch
41.0,218.0,2098521.0,2098591.0,,,135.0,,39.0,127.0,1358.0,40.0,0.0604,0.4401,0.3955,,0.6996,0.5185,0.0,3.8412,2.248,1.8451,-0.6045,-0.1861,1.0,0,1,K_Scatch
39.0,215.0,2109173.0,2109236.0,,,151.0,,42.0,124.0,1358.0,40.0,0.0574,0.3901,0.358,,0.6354,0.4172,0.0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1.0,0,1,K_Scatch
41.0,213.0,2119822.0,2119881.0,,,147.0,,39.0,124.0,1360.0,40.0,0.0603,0.4063,0.343,,0.6078,0.4014,0.0,3.78,2.2355,1.7708,-0.657,-0.1906,1.0,0,1,K_Scatch
41.0,218.0,2134009.0,2134076.0,,,147.0,,40.0,126.0,1358.0,40.0,0.0604,0.4707,0.3785,,0.6189,0.4558,0.0,3.7977,2.248,1.8261,-0.6215,-0.1935,1.0,0,1,K_Scatch
195.0,197.0,2166065.0,2166066.0,2.0,2.0,1.0,250.0,120.0,130.0,1358.0,40.0,0.2872,,0.5,0.0015,1.0,1.0,0.0,,0.301,,-0.5,-0.0234,0.119,0,1,K_Scatch
41.0,218.0,2187237.0,2187305.0,,,123.0,,39.0,126.0,1358.0,40.0,0.0604,0.5007,0.3842,,0.6887,0.5529,0.0,3.7789,2.248,1.8325,-0.6158,-0.1855,1.0,0,1,K_Scatch
39.0,216.0,2201440.0,2201499.0,,,167.0,,38.0,125.0,1356.0,40.0,0.0575,0.4319,0.3333,,0.5673,0.3533,0.0,3.7733,2.248,1.7708,-0.6667,-0.1908,1.0,0,1,K_Scatch
39.0,211.0,2212076.0,2212144.0,,,137.0,,39.0,124.0,1358.0,40.0,0.0574,0.4657,0.3954,,0.654,0.4963,0.0,3.7958,2.2355,1.8325,-0.6047,-0.1876,1.0,0,1,K_Scatch
37.0,212.0,2222725.0,2222791.0,,,132.0,,42.0,126.0,1356.0,40.0,0.0546,0.4562,0.3771,,0.6604,0.5,0.0,3.798,2.243,1.8195,-0.6229,-0.1861,1.0,0,1,K_Scatch
39.0,212.0,2233368.0,2233436.0,,,151.0,,41.0,125.0,1356.0,40.0,0.0575,0.4636,0.3931,,0.5965,0.4503,0.0,3.8,2.238,1.8325,-0.6069,-0.1851,1.0,0,1,K_Scatch
39.0,212.0,2244009.0,2244082.0,,,141.0,,40.0,124.0,1358.0,40.0,0.0574,0.4594,0.422,,0.6268,0.5177,0.0,3.8342,2.238,1.8633,-0.578,-0.1856,1.0,0,1,K_Scatch
41.0,214.0,2254664.0,2254729.0,,,140.0,,36.0,124.0,1356.0,40.0,0.0605,0.4508,0.3757,,0.5635,0.4643,0.0,3.7907,2.238,1.8129,-0.6243,-0.1911,1.0,0,1,K_Scatch
39.0,217.0,2265307.0,2265372.0,,,158.0,,41.0,119.0,1358.0,40.0,0.0574,0.4654,0.3652,,0.5687,0.4114,0.0,3.7913,2.2504,1.8129,-0.6348,-0.1904,1.0,0,1,K_Scatch
41.0,219.0,2275954.0,2276025.0,,,145.0,,40.0,127.0,1358.0,40.0,0.0604,0.4893,0.3989,,0.5742,0.4897,0.0,3.8098,2.2504,1.8513,-0.6011,-0.1821,1.0,0,1,K_Scatch
41.0,213.0,2290146.0,2290212.0,,,160.0,,40.0,125.0,1358.0,40.0,0.0604,0.4932,0.3837,,0.5911,0.4125,0.0,3.7599,2.2355,1.8195,-0.6163,-0.1823,1.0,0,1,K_Scatch
43.0,211.0,2300789.0,2300856.0,,,149.0,,36.0,126.0,1358.0,40.0,0.0633,0.4422,0.3988,,0.549,0.4497,0.0,3.7979,2.2253,1.8261,-0.6012,-0.1926,1.0,0,1,K_Scatch
128.0,189.0,2315086.0,2315172.0,,,149.0,,116.0,135.0,1358.0,40.0,0.1885,0.5883,0.7093,0.0449,0.2355,0.5772,1.0,3.3345,1.7853,1.9345,0.2907,-0.0259,1.0,0,1,K_Scatch
